Fish Sanctuary OGF ID,Latitude,Longitude,Effective Date,Expiry Date
107035710,47.9810188,-82.3490443,01/01/2022,12/31/2022
107035711,48.1103487,-82.3176394,01/01/2022,12/31/2022
107035712,48.1901796,-80.2206453,01/01/2022,12/31/2022
107035713,49.7459019,-80.5917487,01/01/2022,12/31/2022
107035714,48.1007717,-81.9290185,01/01/2022,12/31/2022
107035715,48.2958154,-80.6749019,01/01/2022,12/31/2022
107035716,48.091229,-79.6390357,01/01/2022,12/31/2022
107035717,49.7501774,-80.583423,01/01/2022,12/31/2022
107035718,49.9995035,-80.7858806,01/01/2022,12/31/2022
107035719,49.4515781,-80.5931868,01/01/2022,12/31/2022
107035720,49.4831408,-80.6489856,01/01/2022,12/31/2022
107035721,49.5586772,-80.7650973,01/01/2022,12/31/2022
107035722,49.8130285,-80.5632995,01/01/2022,12/31/2022
107035723,49.8474074,-80.6156608,01/01/2022,12/31/2022
107035724,49.4616994,-80.1478613,01/01/2022,12/31/2022
107035725,49.9741176,-80.5951017,01/01/2022,12/31/2022
107035726,48.0261422,-81.551985,01/01/2022,12/31/2022
107035727,48.8401068,-81.4989255,01/01/2022,12/31/2022
107035728,48.5086023,-81.4619573,01/01/2022,12/31/2022
107035729,50.1332132,-80.7000792,01/01/2022,12/31/2022
107035730,48.2389643,-80.7243653,01/01/2022,12/31/2022
107035731,49.4895096,-80.1278697,01/01/2022,12/31/2022
107035732,47.6766987,-81.9021884,01/01/2022,12/31/2022
107035733,47.6376878,-81.2305988,01/01/2022,12/31/2022
107035734,49.5194441,-80.1683921,01/01/2022,12/31/2022
107035735,47.689387,-81.7515101,01/01/2022,12/31/2022
107035736,47.5823627,-81.7230186,01/01/2022,12/31/2022
107035737,47.7440188,-81.5637426,01/01/2022,12/31/2022
107035738,47.5461094,-81.6892718,01/01/2022,12/31/2022
107035739,49.0089159,-83.0884982,01/01/2022,12/31/2022
107035740,49.6847597,-80.5531257,01/01/2022,12/31/2022
107035741,50.0040094,-80.6260091,01/01/2022,12/31/2022
107035742,47.5917102,-81.4987534,01/01/2022,12/31/2022
107035743,47.5333799,-81.3903644,01/01/2022,12/31/2022
107035744,47.7917294,-81.3782997,01/01/2022,12/31/2022
107035745,47.8195832,-83.3916875,01/01/2022,12/31/2022
107035746,50.2065171,-80.5400516,01/01/2022,12/31/2022
107035747,49.8739812,-80.6069905,01/01/2022,12/31/2022
107035748,49.7531736,-80.6293182,01/01/2022,12/31/2022
107035749,49.8079737,-80.664871,01/01/2022,12/31/2022
107035750,49.5036054,-82.8900498,01/01/2022,12/31/2022
107035751,48.236655,-81.8446963,01/01/2022,12/31/2022
107035752,48.2751522,-80.651513,01/01/2022,12/31/2022
107035753,50.3995406,-80.3140823,01/01/2022,12/31/2022
107035754,49.4126348,-79.977418,01/01/2022,12/31/2022
107035755,50.2441303,-80.4118999,01/01/2022,12/31/2022
107035756,48.4756457,-81.1973765,01/01/2022,12/31/2022
107035757,50.142345,-80.6792141,01/01/2022,12/31/2022
107035758,50.0919069,-80.6129855,01/01/2022,12/31/2022
107035759,49.7430334,-80.7129431,01/01/2022,12/31/2022
107035760,49.4064458,-80.1095436,01/01/2022,12/31/2022
107035761,49.8230958,-80.6032806,01/01/2022,12/31/2022
107035762,50.2887069,-80.3743613,01/01/2022,12/31/2022
107035763,50.0790153,-80.6405781,01/01/2022,12/31/2022
107035764,49.5819239,-80.8394266,01/01/2022,12/31/2022
107035765,49.8495138,-80.6966132,01/01/2022,12/31/2022
107035766,49.9151589,-80.6946749,01/01/2022,12/31/2022
107035767,48.5472228,-81.6291027,01/01/2022,12/31/2022
107035768,49.4133463,-80.1982047,01/01/2022,12/31/2022
107035769,49.785298,-80.6517953,01/01/2022,12/31/2022
107035770,49.822764,-80.5540987,01/01/2022,12/31/2022
107035771,48.8969031,-82.4748628,01/01/2022,12/31/2022
107035772,48.220428,-79.5286743,01/01/2022,12/31/2022
107035773,49.8355618,-80.6206681,01/01/2022,12/31/2022
107035774,48.2681523,-79.8784678,01/01/2022,12/31/2022
107035775,49.825385,-80.7124697,01/01/2022,12/31/2022
107035776,50.0047087,-80.7559741,01/01/2022,12/31/2022
107035777,46.0360576,-81.4446191,01/01/2022,12/31/2022
107035778,47.05995,-84.02898815,01/01/2022,12/31/2022
107035779,47.7719814,-84.8587002,01/01/2022,12/31/2022
107035780,47.6987352,-83.6226895,01/01/2022,12/31/2022
107035781,46.4404067,-84.0277905,01/01/2022,12/31/2022
107035782,45.8945438,-81.9220584,01/01/2022,12/31/2022
107035783,47.0665505,-84.3936284,01/01/2022,12/31/2022
107035784,46.708929,-84.2964087,01/01/2022,12/31/2022
107035785,46.5287602,-84.3902913,01/01/2022,12/31/2022
107035786,46.3240475,-83.3810718,01/01/2022,12/31/2022
107035787,46.7010992,-83.0553585,01/01/2022,12/31/2022
107035788,45.6081081,-82.0436265,01/01/2022,12/31/2022
107035789,45.5940903,-82.078813,01/01/2022,12/31/2022
107035790,46.5535608,-82.7812592,01/01/2022,12/31/2022
107035791,47.0867,-80.8421407,01/01/2022,12/31/2022
107035792,46.0311643,-81.4788486,01/01/2022,12/31/2022
107035793,47.3005682,-81.3800944,01/01/2022,12/31/2022
107035794,46.3460997,-83.0522752,01/01/2022,12/31/2022
107035795,47.4293414,-84.7270252,01/01/2022,12/31/2022
107035796,46.668691,-83.4982287,01/01/2022,12/31/2022
107035797,46.6948886,-84.4166489,01/01/2022,12/31/2022
107035798,47.4067931,-84.7014977,01/01/2022,12/31/2022
107035799,46.6045977,-83.5601988,01/01/2022,12/31/2022
107035800,46.1440613,-81.2814998,01/01/2022,12/31/2022
107035801,46.3550356,-83.1315453,01/01/2022,12/31/2022
107035802,47.2970744,-84.580722,01/01/2022,12/31/2022
107035803,46.5436736,-82.7823989,01/01/2022,12/31/2022
107035804,46.900803,-84.3764577,01/01/2022,12/31/2022
107035805,46.7224844,-83.0531163,01/01/2022,12/31/2022
107035806,46.5253684,-84.3737707,01/01/2022,12/31/2022
107035807,46.6586247,-83.148616,01/01/2022,12/31/2022
107035808,46.5477945,-82.8529188,01/01/2022,12/31/2022
107035809,46.5866207,-82.7818124,01/01/2022,12/31/2022
107035810,47.9149262,-84.8365924,01/01/2022,12/31/2022
107035811,47.3318935,-84.6143735,01/01/2022,12/31/2022
107035812,46.5707694,-82.7405607,01/01/2022,12/31/2022
107035813,46.538281,-82.7942321,01/01/2022,12/31/2022
107035814,46.8690328,-84.353718,01/01/2022,12/31/2022
107035815,46.133823,-81.6019156,01/01/2022,12/31/2022
107035816,46.156987,-81.3592019,01/01/2022,12/31/2022
107035817,46.8180295,-84.4252174,01/01/2022,12/31/2022
107035818,46.5933886,-82.6757514,01/01/2022,12/31/2022
107035819,46.6736009,-83.5366636,01/01/2022,12/31/2022
107035820,46.8902066,-83.9862298,01/01/2022,12/31/2022
107035821,46.5848602,-82.7301138,01/01/2022,12/31/2022
107035822,46.8890031,-84.3587246,01/01/2022,12/31/2022
107035823,47.4739624,-84.7878539,01/01/2022,12/31/2022
107035824,45.9082767,-82.256265,01/01/2022,12/31/2022
107035825,46.6687503,-84.4494009,01/01/2022,12/31/2022
107035826,46.0743174,-81.4103454,01/01/2022,12/31/2022
107035827,46.6677722,-83.0754856,01/01/2022,12/31/2022
107035828,46.6576341,-83.0953907,01/01/2022,12/31/2022
107035829,46.6526525,-83.1025562,01/01/2022,12/31/2022
107035830,46.7310179,-80.5510161,01/01/2022,12/31/2022
107035831,47.6229473,-80.9528899,01/01/2022,12/31/2022
107035832,46.6630853,-84.4796719,01/01/2022,12/31/2022
107035833,47.2945206,-84.5855873,01/01/2022,12/31/2022
107035834,47.041849,-84.408276,01/01/2022,12/31/2022
107035835,46.3874327,-81.0441669,01/01/2022,12/31/2022
107035836,46.0258271,-81.4341616,01/01/2022,12/31/2022
107035837,47.0525927,-84.7646388,01/01/2022,12/31/2022
107035838,45.6026975,-82.1015773,01/01/2022,12/31/2022
107035839,45.6040396,-82.0991665,01/01/2022,12/31/2022
107035840,47.2007795,-84.6763402,01/01/2022,12/31/2022
107035841,47.112251,-84.7069229,01/01/2022,12/31/2022
107035842,46.4389191,-81.0242546,01/01/2022,12/31/2022
107035843,45.6678074,-82.2656893,01/01/2022,12/31/2022
107035844,47.3826114,-84.0146193,01/01/2022,12/31/2022
107035845,47.3287489,-84.2460138,01/01/2022,12/31/2022
107035846,47.3577047,-84.0717902,01/01/2022,12/31/2022
107035847,47.087058,-81.5546715,01/01/2022,12/31/2022
107035848,47.77177055,-83.5852475,01/01/2022,12/31/2022
107035849,47.76342,-83.6156495,01/01/2022,12/31/2022
107035850,47.7315772,-83.5591567,01/01/2022,12/31/2022
107035851,46.133913,-81.5221149,01/01/2022,12/31/2022
107035852,46.7249604,-81.0952448,01/01/2022,12/31/2022
107035853,47.8537003,-84.9061712,01/01/2022,12/31/2022
107035854,46.7412064,-84.1358669,01/01/2022,12/31/2022
107035855,46.0875037,-81.3100486,01/01/2022,12/31/2022
107035856,46.0549699,-81.400741,01/01/2022,12/31/2022
107035857,46.7967836,-84.024535,01/01/2022,12/31/2022
107035858,46.6485458,-83.5706305,01/01/2022,12/31/2022
107035859,46.7841699,-84.3693326,01/01/2022,12/31/2022
107035860,46.7444952,-84.1004345,01/01/2022,12/31/2022
107035861,46.6539305,-82.6185271,01/01/2022,12/31/2022
107035862,46.6862611,-83.1507222,01/01/2022,12/31/2022
107035863,46.0913073,-81.2496553,01/01/2022,12/31/2022
107035864,47.7947433,-84.9023235,01/01/2022,12/31/2022
107035865,46.5561735,-82.747638,01/01/2022,12/31/2022
107035866,46.8750846,-84.3540797,01/01/2022,12/31/2022
107035867,46.5775934,-82.6829,01/01/2022,12/31/2022
107035868,46.7509427,-84.2112823,01/01/2022,12/31/2022
107035869,46.7460469,-84.0755881,01/01/2022,12/31/2022
107035870,47.1310348,-81.2785667,01/01/2022,12/31/2022
107035871,46.180526,-82.0957586,01/01/2022,12/31/2022
107035872,46.2698122,-81.7720413,01/01/2022,12/31/2022
107035873,46.7917405,-84.3387712,01/01/2022,12/31/2022
107035874,46.749374,-84.0173018,01/01/2022,12/31/2022
107035875,46.7465222,-84.3278706,01/01/2022,12/31/2022
107035876,46.0447026,-81.4128499,01/01/2022,12/31/2022
107035877,46.6795263,-84.4279997,01/01/2022,12/31/2022
107035878,47.0993171,-81.2381579,01/01/2022,12/31/2022
107035879,46.7090344,-83.1749835,01/01/2022,12/31/2022
107035880,47.5673683,-84.9658153,01/01/2022,12/31/2022
107035881,47.1761503,-81.5614032,01/01/2022,12/31/2022
107035882,46.8331033,-80.7694516,01/01/2022,12/31/2022
107035883,47.4574488,-83.0921872,01/01/2022,12/31/2022
107035884,46.5226916,-84.3838082,01/01/2022,12/31/2022
107035885,46.2964188,-80.9989264,01/01/2022,12/31/2022
107035886,47.2814176,-80.8316341,01/01/2022,12/31/2022
107035887,47.0517763,-83.3737769,01/01/2022,12/31/2022
107035888,46.6962567,-83.1026628,01/01/2022,12/31/2022
107035889,46.5129518,-84.3566035,01/01/2022,12/31/2022
107035890,46.8016247,-83.9866839,01/01/2022,12/31/2022
107035891,47.0495869,-84.3991249,01/01/2022,12/31/2022
107035892,47.1722986,-80.0457453,01/01/2022,12/31/2022
107035893,46.739711,-79.3040951,01/01/2022,12/31/2022
107035894,46.7631335,-79.2671092,01/01/2022,12/31/2022
107035895,46.3301384,-79.5042483,01/01/2022,12/31/2022
107035896,47.0815189,-80.0206173,01/01/2022,12/31/2022
107035897,46.3352095,-79.3340038,01/01/2022,12/31/2022
107035898,46.3360965,-79.3383986,01/01/2022,12/31/2022
107035899,47.1257704,-79.6436158,01/01/2022,12/31/2022
107035900,47.1158058,-79.8145901,01/01/2022,12/31/2022
107035901,46.29429575,-79.0694474,01/01/2022,12/31/2022
107035902,46.2703801,-79.8899203,01/01/2022,12/31/2022
107035903,46.1998185,-79.3781174,01/01/2022,12/31/2022
107035904,46.8992891,-80.1642253,01/01/2022,12/31/2022
107035905,47.0130653,-80.0442876,01/01/2022,12/31/2022
107035906,47.0024292,-80.0160048,01/01/2022,12/31/2022
107035907,47.1820383,-80.060578,01/01/2022,12/31/2022
107035908,46.3107347,-78.7466362,01/01/2022,12/31/2022
107035909,46.7378103,-79.3403033,01/01/2022,12/31/2022
107035910,46.0141255,-79.9814613,01/01/2022,12/31/2022
107035911,47.3223215,-79.8098879,01/01/2022,12/31/2022
107035912,47.2715441,-79.6547744,01/01/2022,12/31/2022
107035913,47.0821266,-79.7309995,01/01/2022,12/31/2022
107035914,47.1044355,-79.7899322,01/01/2022,12/31/2022
107035915,46.0387847,-79.7234423,01/01/2022,12/31/2022
107035916,46.7613789,-79.3283289,01/01/2022,12/31/2022
107035917,46.2750092,-79.0494527,01/01/2022,12/31/2022
107035918,46.1233405,-79.5664454,01/01/2022,12/31/2022
107035919,47.1636951,-79.8207292,01/01/2022,12/31/2022
107035920,46.5075184,-79.8464549,01/01/2022,12/31/2022
107035921,46.3158939,-79.3638819,01/01/2022,12/31/2022
107035922,46.3138589,-79.2831949,01/01/2022,12/31/2022
107035923,47.3777775,-80.6394964,01/01/2022,12/31/2022
107035924,47.383494,-80.6319997,01/01/2022,12/31/2022
107035925,46.7636873,-79.679208,01/01/2022,12/31/2022
107035926,45.4438212,-76.3161909,01/01/2022,12/31/2022
107035927,47.5301935,-79.5584103,01/01/2022,12/31/2022
107035928,46.67931,-79.0844101,01/01/2022,12/31/2022
107035929,45.5653962,-74.383473,01/01/2022,12/31/2022
107035930,45.1642159,-79.9753139,01/01/2022,12/31/2022
107035931,45.660833,-81.291681,01/01/2022,12/31/2022
107035932,46.1066021,-81.6374318,01/01/2022,12/31/2022
107035933,45.1067126,-79.9306903,01/01/2022,12/31/2022
107035934,45.1069627,-79.9313156,01/01/2022,12/31/2022
107035935,44.7357166,-79.6499255,01/01/2022,12/31/2022
107035936,45.3411851,-80.0330517,01/01/2022,12/31/2022
107035937,45.4014442,-80.0053278,01/01/2022,12/31/2022
107035938,45.34117,-80.0328959,01/01/2022,12/31/2022
107035939,45.5622896,-80.354523,01/01/2022,12/31/2022
107035940,45.5568468,-80.334813,01/01/2022,12/31/2022
107035941,45.5961229,-80.3763557,01/01/2022,12/31/2022
107035942,45.5960601,-80.3766833,01/01/2022,12/31/2022
107035943,44.80158,-79.7204615,01/01/2022,12/31/2022
107035944,44.7420718,-78.2116634,01/01/2022,12/31/2022
107035945,44.7433041,-78.2855313,01/01/2022,12/31/2022
107035946,45.6162684,-77.1445962,01/01/2022,12/31/2022
107035947,45.2476861,-79.8907008,01/01/2022,12/31/2022
107035948,45.6283699,-77.4188525,01/01/2022,12/31/2022
107035949,44.7624141,-78.2803117,01/01/2022,12/31/2022
107035950,45.3077677,-78.0486098,01/01/2022,12/31/2022
107035951,44.8486175,-78.5650006,01/01/2022,12/31/2022
107035952,47.391782,-84.6982331,01/01/2022,12/31/2022
107035953,45.3169256,-77.0915824,01/01/2022,12/31/2022
107035954,45.0061913,-78.4443915,01/01/2022,12/31/2022
107035955,44.6715511,-78.2047288,01/01/2022,12/31/2022
107035956,45.2625682,-76.758607,01/01/2022,12/31/2022
107035957,45.2891083,-76.7555828,01/01/2022,12/31/2022
107035958,45.7977153,-79.1278575,01/01/2022,12/31/2022
107035959,45.6244076,-79.1542648,01/01/2022,12/31/2022
107035960,44.7490222,-78.3233132,01/01/2022,12/31/2022
107035961,44.7345482,-78.281624,01/01/2022,12/31/2022
107035962,44.8192172,-77.9736704,01/01/2022,12/31/2022
107035963,45.8447081,-79.8466165,01/01/2022,12/31/2022
107035964,45.6846021,-78.1964928,01/01/2022,12/31/2022
107035965,45.0369345,-78.0961357,01/01/2022,12/31/2022
107035966,44.9429387,-77.6124759,01/01/2022,12/31/2022
107035967,45.8871738,-79.7820847,01/01/2022,12/31/2022
107035968,45.0477253,-78.510521,01/01/2022,12/31/2022
107035969,45.0470734,-78.5164197,01/01/2022,12/31/2022
107035970,45.38815915,-78.196603,01/01/2022,12/31/2022
107035971,44.8883241,-78.124192,01/01/2022,12/31/2022
107035972,44.7208291,-78.271904,01/01/2022,12/31/2022
107035973,45.7346946,-79.0937021,01/01/2022,12/31/2022
107035974,45.3954953,-76.4510299,01/01/2022,12/31/2022
107035975,45.0931327,-77.7894204,01/01/2022,12/31/2022
107035976,45.0674398,-78.1351958,01/01/2022,12/31/2022
107035977,45.8192633,-77.1158234,01/01/2022,12/31/2022
107035978,45.8180087,-77.1127257,01/01/2022,12/31/2022
107035979,44.7111007,-78.0331893,01/01/2022,12/31/2022
107035980,44.6799579,-78.0145707,01/01/2022,12/31/2022
107035981,45.0634993,-77.6853817,01/01/2022,12/31/2022
107035982,45.0202623,-77.8764052,01/01/2022,12/31/2022
107035983,45.7701817,-79.3562312,01/01/2022,12/31/2022
107035984,45.1148924,-78.8123281,01/01/2022,12/31/2022
107035985,45.19378175,-79.7107492,01/01/2022,12/31/2022
107035986,45.0178014,-77.8144223,01/01/2022,12/31/2022
107035987,44.9421287,-77.9308853,01/01/2022,12/31/2022
107035988,45.676051,-78.2245196,01/01/2022,12/31/2022
107035989,45.6884028,-78.2281057,01/01/2022,12/31/2022
107035990,45.3028176,-76.7121767,01/01/2022,12/31/2022
107035991,45.1948319,-76.8974652,01/01/2022,12/31/2022
107035992,45.3403949,-77.5778514,01/01/2022,12/31/2022
107035993,45.1907756,-77.1117576,01/01/2022,12/31/2022
107035994,45.4060794,-76.4918724,01/01/2022,12/31/2022
107035995,45.6637286,-79.6446439,01/01/2022,12/31/2022
107035996,45.6117927,-78.1078297,01/01/2022,12/31/2022
107035997,45.6488624,-80.237806,01/01/2022,12/31/2022
107035998,44.7042353,-78.3221273,01/01/2022,12/31/2022
107035999,45.8107901,-79.1434485,01/01/2022,12/31/2022
107036000,45.6611677,-77.8120539,01/01/2022,12/31/2022
107036001,45.0296451,-79.3797718,01/01/2022,12/31/2022
107036002,44.6354897,-78.5288621,01/01/2022,12/31/2022
107036003,45.6912468,-79.2946362,01/01/2022,12/31/2022
107036004,45.697735,-78.2722531,01/01/2022,12/31/2022
107036005,46.1595861,-78.0471972,01/01/2022,12/31/2022
107036006,45.6989065,-78.2039507,01/01/2022,12/31/2022
107036007,45.65285565,-78.319914,01/01/2022,12/31/2022
107036008,45.8216491,-79.1327926,01/01/2022,12/31/2022
107036009,45.6600348,-78.0542436,01/01/2022,12/31/2022
107036010,45.17936825,-79.41269685,01/01/2022,12/31/2022
107036011,45.2896991,-78.6932742,01/01/2022,12/31/2022
107036012,45.2778109,-78.6827832,01/01/2022,12/31/2022
107036013,45.7974928,-79.1411564,01/01/2022,12/31/2022
107036014,44.6535521,-78.2317067,01/01/2022,12/31/2022
107036015,45.4284141,-78.5109933,01/01/2022,12/31/2022
107036016,45.8787346,-79.9871296,01/01/2022,12/31/2022
107036017,44.8455902,-78.052781,01/01/2022,12/31/2022
107036018,45.5848018,-80.1643867,01/01/2022,12/31/2022
107036019,45.8035699,-79.1450821,01/01/2022,12/31/2022
107036020,45.6988065,-80.0402151,01/01/2022,12/31/2022
107036021,45.3316638,-77.579142,01/01/2022,12/31/2022
107036022,43.5695914,-81.697114,01/01/2022,12/31/2022
107036023,43.57659785,-81.56248455,01/01/2022,12/31/2022
107036024,44.133731,-81.020829,01/01/2022,12/31/2022
107036025,44.4307678,-79.156171,01/01/2022,12/31/2022
107036026,42.8542203,-80.5023758,01/01/2022,12/31/2022
107036027,42.941074,-80.4509592,01/01/2022,12/31/2022
107036028,44.6038202,-80.5960565,01/01/2022,12/31/2022
107036029,44.151816,-79.8892617,01/01/2022,12/31/2022
107036030,42.7445669,-81.0525862,01/01/2022,12/31/2022
107036031,43.401523,-79.9560082,01/01/2022,12/31/2022
107036032,43.3986394,-79.7284405,01/01/2022,12/31/2022
107036033,44.7813952,-81.1243151,01/01/2022,12/31/2022
107036034,43.5986984,-79.7244284,01/01/2022,12/31/2022
107036035,43.5648596,-79.6829781,01/01/2022,12/31/2022
107036036,43.7901713,-79.9303738,01/01/2022,12/31/2022
107036037,43.5528218,-79.6252152,01/01/2022,12/31/2022
107036038,42.7209229,-80.2955842,01/01/2022,12/31/2022
107036039,43.3857176,-80.2648409,01/01/2022,12/31/2022
107036040,44.7677882,-81.0951795,01/01/2022,12/31/2022
107036041,43.1955723,-80.383273,01/01/2022,12/31/2022
107036042,43.1493183,-80.3220134,01/01/2022,12/31/2022
107036043,43.1515896,-80.3542285,01/01/2022,12/31/2022
107036044,43.2934846,-79.8834837,01/01/2022,12/31/2022
107036045,43.615453,-81.7108729,01/01/2022,12/31/2022
107036046,43.7773384,-79.5847955,01/01/2022,12/31/2022
107036047,44.5476616,-80.4265936,01/01/2022,12/31/2022
107036048,44.6184621,-80.9471366,01/01/2022,12/31/2022
107036049,44.9596618,-81.2152558,01/01/2022,12/31/2022
107036050,44.6320532,-80.8689095,01/01/2022,12/31/2022
107036051,44.7151627,-80.0214495,01/01/2022,12/31/2022
107036052,44.2969628,-81.5863044,01/01/2022,12/31/2022
107036053,43.71913,-81.6397506,01/01/2022,12/31/2022
107036054,43.7440296,-81.6954505,01/01/2022,12/31/2022
107036055,43.7812477,-81.5136237,01/01/2022,12/31/2022
107036056,44.1159463,-81.0228916,01/01/2022,12/31/2022
107036057,44.4734232,-80.495681,01/01/2022,12/31/2022
107036058,43.6712682,-81.7198209,01/01/2022,12/31/2022
107036059,43.8769029,-81.7074269,01/01/2022,12/31/2022
107036060,43.90757595,-81.61839995,01/01/2022,12/31/2022
107036061,43.8781333,-81.7150574,01/01/2022,12/31/2022
107036062,42.7101294,-80.3139698,01/01/2022,12/31/2022
107036063,42.8501596,-80.5094173,01/01/2022,12/31/2022
107036064,44.1671094,-79.8111021,01/01/2022,12/31/2022
107104617,48.3376234,-90.2061553,01/01/2022,12/31/2022
107104618,46.8181997,-80.7129365,01/01/2022,12/31/2022
107104619,46.8635584,-80.7071361,01/01/2022,12/31/2022
107104620,46.361681,-81.0190449,01/01/2022,12/31/2022
107104621,46.8297308,-80.5025533,01/01/2022,12/31/2022
107104622,46.9612047,-80.6755457,01/01/2022,12/31/2022
107104623,46.8805094,-80.6557069,01/01/2022,12/31/2022
107104624,46.8507354,-80.4955075,01/01/2022,12/31/2022
107104625,47.0198734,-81.6355773,01/01/2022,12/31/2022
107104626,46.7752548,-81.2515067,01/01/2022,12/31/2022
107104627,46.8811964,-80.6433399,01/01/2022,12/31/2022
107104628,46.9117126,-80.6207466,01/01/2022,12/31/2022
107104629,46.7927134,-80.4817297,01/01/2022,12/31/2022
107104630,46.7680464,-81.1477813,01/01/2022,12/31/2022
107104631,46.8410036,-80.6455156,01/01/2022,12/31/2022
107104632,46.8527981,-80.6346372,01/01/2022,12/31/2022
107104633,46.9938339,-80.8020734,01/01/2022,12/31/2022
107104634,46.7792033,-80.5321777,01/01/2022,12/31/2022
107104635,46.8756874,-80.7108945,01/01/2022,12/31/2022
108590233,42.8726755,-79.2626426,01/01/2022,12/31/2022
110462412,42.8619511,-80.7139594,01/01/2022,12/31/2022
120518673,48.4655859,-79.9917759,01/01/2022,12/31/2022
120613856,48.2184912,-79.5448124,01/01/2022,12/31/2022
127964285,51.0610582,-93.5803675,01/01/2022,12/31/2022
127964347,50.2258547,-93.1589662,01/01/2022,12/31/2022
127964397,50.2390426,-93.1551232,01/01/2022,12/31/2022
158117304,49.8230982,-83.7478657,01/01/2022,12/31/2022
158117438,47.3553433,-80.6027151,01/01/2022,12/31/2022
158117440,47.3832991,-80.6491767,01/01/2022,12/31/2022
158117442,47.3705398,-80.609599,01/01/2022,12/31/2022
158213050,49.8440892,-83.8300669,01/01/2022,12/31/2022